'Elapsed time','ECG1'
1.000,0.375
1.008,0.375
1.016,0.365
1.023,0.355
1.031,0.355
1.039,0.345
1.047,0.335
1.055,0.335
1.062,0.325
1.070,0.325
1.078,0.305
1.086,0.305
1.094,0.295
1.102,0.295
1.109,0.285
1.117,0.275
1.125,0.265
1.133,0.265
1.141,0.255
1.148,0.245
1.156,0.245
1.164,0.235
1.172,0.225
1.180,0.215
1.188,0.205
1.195,0.205
1.203,0.195
1.211,0.175
1.219,0.175
1.227,0.165
1.234,0.145
1.242,0.135
1.250,0.125
1.258,0.115
1.266,0.075
1.273,-0.275
1.281,-0.645
1.289,-0.575
1.297,-0.545
1.305,-0.535
1.312,-0.525
1.320,-0.525
1.328,-0.525
1.336,-0.525
1.344,-0.515
1.352,-0.515
1.359,-0.515
1.367,-0.515
1.375,-0.505
1.383,-0.505
1.391,-0.495
1.398,-0.495
1.406,-0.495
1.414,-0.485
1.422,-0.485
1.430,-0.485
1.438,-0.475
1.445,-0.465
1.453,-0.455
1.461,-0.455
1.469,-0.445
1.477,-0.445
1.484,-0.435
1.492,-0.425
1.500,-0.425
1.508,-0.415
1.516,-0.415
1.523,-0.405
1.531,-0.395
1.539,-0.385
1.547,-0.385
1.555,-0.375
1.562,-0.375
1.570,-0.365
1.578,-0.365
1.586,-0.345
1.594,-0.345
1.602,-0.335
1.609,-0.335
1.617,-0.315
1.625,-0.315
1.633,-0.305
1.641,-0.295
1.648,-0.295
1.656,-0.285
1.664,-0.275
1.672,-0.265
1.680,-0.255
1.688,-0.245
1.695,-0.235
1.703,-0.225
1.711,-0.215
1.719,-0.215
1.727,-0.195
1.734,-0.185
1.742,-0.175
1.750,-0.155
1.758,-0.145
1.766,-0.115
1.773,0.425
1.781,0.595
1.789,0.525
1.797,0.495
1.805,0.485
1.812,0.485
1.820,0.485
1.828,0.485
1.836,0.475
1.844,0.475
1.852,0.475
1.859,0.465
1.867,0.465
1.875,0.465
1.883,0.465
1.891,0.455
1.898,0.455
1.906,0.455
1.914,0.445
1.922,0.445
1.930,0.435
1.938,0.435
1.945,0.425
1.953,0.425
1.961,0.415
1.969,0.415
1.977,0.405
1.984,0.395
1.992,0.395
2.000,0.385
2.008,0.375
2.016,0.375
2.023,0.365
2.031,0.365
2.039,0.355
2.047,0.345
2.055,0.345
2.062,0.335
2.070,0.325
2.078,0.315
2.086,0.315
2.094,0.305
2.102,0.295
2.109,0.285
2.117,0.285
2.125,0.275
2.133,0.275
2.141,0.265
2.148,0.255
2.156,0.245
2.164,0.245
2.172,0.225
2.180,0.225
2.188,0.215
2.195,0.205
2.203,0.195
2.211,0.185
2.219,0.175
2.227,0.165
2.234,0.145
2.242,0.135
2.250,0.125
2.258,0.105
2.266,0.085
2.273,-0.555
2.281,-0.625
2.289,-0.555
2.297,-0.535
2.305,-0.525
2.312,-0.525
2.320,-0.515
2.328,-0.515
2.336,-0.515
2.344,-0.515
2.352,-0.515
2.359,-0.515
2.367,-0.505
2.375,-0.495
2.383,-0.495
2.391,-0.495
2.398,-0.495
2.406,-0.485
2.414,-0.485
2.422,-0.475
2.430,-0.475
2.438,-0.465
2.445,-0.465
2.453,-0.455
2.461,-0.445
2.469,-0.445
2.477,-0.435
2.484,-0.435
2.492,-0.425
2.500,-0.415
2.508,-0.415
2.516,-0.405
2.523,-0.395
2.531,-0.395
2.539,-0.385
2.547,-0.385
2.555,-0.375
2.562,-0.365
2.570,-0.355
2.578,-0.355
2.586,-0.345
2.594,-0.345
2.602,-0.335
2.609,-0.325
2.617,-0.325
2.625,-0.315
2.633,-0.305
2.641,-0.295
2.648,-0.295
2.656,-0.285
2.664,-0.275
2.672,-0.265
2.680,-0.255
2.688,-0.245
2.695,-0.235
2.703,-0.225
2.711,-0.215
2.719,-0.205
2.727,-0.195
2.734,-0.185
2.742,-0.175
2.750,-0.155
2.758,-0.145
2.766,-0.125
2.773,-0.045
2.781,0.605
2.789,0.565
2.797,0.515
2.805,0.495
2.812,0.495
2.820,0.495
2.828,0.485
2.836,0.485
2.844,0.485
2.852,0.485
2.859,0.475
2.867,0.465
2.875,0.465
2.883,0.465
2.891,0.455
2.898,0.455
2.906,0.455
2.914,0.445
2.922,0.445
2.930,0.435
2.938,0.435
2.945,0.425
2.953,0.415
2.961,0.415
2.969,0.405
2.977,0.405
2.984,0.395
2.992,0.385
3.000,0.385
3.008,0.375
3.016,0.365
3.023,0.365
3.031,0.355
3.039,0.345
3.047,0.335
3.055,0.335
3.062,0.325
3.070,0.315
3.078,0.305
3.086,0.305
3.094,0.295
3.102,0.285
3.109,0.285
3.117,0.275
3.125,0.265
3.133,0.255
3.141,0.245
3.148,0.235
3.156,0.235
3.164,0.225
3.172,0.215
3.180,0.205
3.188,0.195
3.195,0.185
3.203,0.175
3.211,0.165
3.219,0.155
3.227,0.145
3.234,0.135
3.242,0.125
3.250,0.105
3.258,0.085
3.266,0.085
3.273,-0.595
3.281,-0.625
3.289,-0.575
3.297,-0.545
3.305,-0.535
3.312,-0.535
3.320,-0.535
3.328,-0.535
3.336,-0.525
3.344,-0.525
3.352,-0.525
3.359,-0.515
3.367,-0.515
3.375,-0.505
3.383,-0.515
3.391,-0.505
3.398,-0.505
3.406,-0.495
3.414,-0.495
3.422,-0.495
3.430,-0.485
3.438,-0.475
3.445,-0.465
3.453,-0.465
3.461,-0.465
3.469,-0.455
3.477,-0.445
3.484,-0.445
3.492,-0.435
3.500,-0.425
3.508,-0.425
3.516,-0.415
3.523,-0.405
3.531,-0.405
3.539,-0.395
3.547,-0.385
3.555,-0.375
3.562,-0.375
3.570,-0.365
3.578,-0.355
3.586,-0.345
3.594,-0.345
3.602,-0.335
3.609,-0.335
3.617,-0.325
3.625,-0.315
3.633,-0.305
3.641,-0.295
3.648,-0.295
3.656,-0.285
3.664,-0.275
3.672,-0.265
3.680,-0.255
3.688,-0.245
3.695,-0.235
3.703,-0.225
3.711,-0.215
3.719,-0.205
3.727,-0.195
3.734,-0.185
3.742,-0.175
3.750,-0.155
3.758,-0.135
3.766,-0.115
3.773,0.445
3.781,0.595
3.789,0.535
3.797,0.495
3.805,0.485
3.812,0.485
3.820,0.485
3.828,0.485
3.836,0.475
3.844,0.475
3.852,0.475
3.859,0.465
3.867,0.465
3.875,0.465
3.883,0.455
3.891,0.455
3.898,0.445
3.906,0.445
3.914,0.445
3.922,0.435
3.930,0.425
3.938,0.425
3.945,0.415
3.953,0.415
3.961,0.395
3.969,0.395
3.977,0.395
3.984,0.385
3.992,0.375
4.000,0.375
4.008,0.365
4.016,0.355
4.023,0.345
4.031,0.345
4.039,0.335
4.047,0.325
4.055,0.315
4.062,0.315
4.070,0.305
4.078,0.295
4.086,0.295
4.094,0.285
4.102,0.275
4.109,0.265
4.117,0.265
4.125,0.255
4.133,0.255
4.141,0.235
4.148,0.235
4.156,0.215
4.164,0.215
4.172,0.205
4.180,0.195
4.188,0.185
4.195,0.175
4.203,0.165
4.211,0.155
4.219,0.145
4.227,0.135
4.234,0.125
4.242,0.115
4.250,0.105
4.258,0.085
4.266,0.055
4.273,-0.355
4.281,-0.675
4.289,-0.595
4.297,-0.565
4.305,-0.545
4.312,-0.545
4.320,-0.545
4.328,-0.545
4.336,-0.535
4.344,-0.535
4.352,-0.535
4.359,-0.535
4.367,-0.535
4.375,-0.525
4.383,-0.525
4.391,-0.515
4.398,-0.515
4.406,-0.505
4.414,-0.495
4.422,-0.495
4.430,-0.485
4.438,-0.485
4.445,-0.475
4.453,-0.465
4.461,-0.465
4.469,-0.465
4.477,-0.455
4.484,-0.445
4.492,-0.435
4.500,-0.425
4.508,-0.425
4.516,-0.415
4.523,-0.415
4.531,-0.405
4.539,-0.405
4.547,-0.395
4.555,-0.385
4.562,-0.375
4.570,-0.375
4.578,-0.365
4.586,-0.355
4.594,-0.345
4.602,-0.345
4.609,-0.335
4.617,-0.325
4.625,-0.315
4.633,-0.315
4.641,-0.305
4.648,-0.295
4.656,-0.285
4.664,-0.275
4.672,-0.265
4.680,-0.255
4.688,-0.245
4.695,-0.235
4.703,-0.225
4.711,-0.215
4.719,-0.205
4.727,-0.195
4.734,-0.185
4.742,-0.175
4.750,-0.165
4.758,-0.145
4.766,-0.115
4.773,0.395
4.781,0.605
4.789,0.535
4.797,0.495
4.805,0.485
4.812,0.485
4.820,0.485
4.828,0.475
4.836,0.475
4.844,0.475
4.852,0.475
4.859,0.465
4.867,0.465
4.875,0.465
4.883,0.455
4.891,0.445
4.898,0.445
4.906,0.445
4.914,0.435
4.922,0.425
4.930,0.425
4.938,0.425
4.945,0.415
4.953,0.405
4.961,0.405
4.969,0.395
4.977,0.385
4.984,0.375
4.992,0.375
5.000,0.365
5.008,0.365
5.016,0.355
5.023,0.345
5.031,0.345
5.039,0.335
5.047,0.325
5.055,0.325
5.062,0.315
5.070,0.305
5.078,0.295
5.086,0.285
5.094,0.285
5.102,0.285
5.109,0.275
5.117,0.265
5.125,0.255
5.133,0.255
5.141,0.245
5.148,0.235
5.156,0.225
5.164,0.215
5.172,0.205
5.180,0.195
5.188,0.185
5.195,0.175
5.203,0.165
5.211,0.155
5.219,0.145
5.227,0.135
5.234,0.125
5.242,0.115
5.250,0.105
5.258,0.085
5.266,0.065
5.273,-0.245
5.281,-0.675
5.289,-0.605
5.297,-0.565
5.305,-0.555
5.312,-0.545
5.320,-0.545
5.328,-0.545
5.336,-0.545
5.344,-0.545
5.352,-0.535
5.359,-0.535
5.367,-0.525
5.375,-0.525
5.383,-0.515
5.391,-0.515
5.398,-0.505
5.406,-0.505
5.414,-0.505
5.422,-0.495
5.430,-0.485
5.438,-0.475
5.445,-0.475
5.453,-0.465
5.461,-0.465
5.469,-0.455
5.477,-0.445
5.484,-0.445
5.492,-0.435
5.500,-0.425
5.508,-0.425
5.516,-0.425
5.523,-0.415
5.531,-0.405
5.539,-0.395
5.547,-0.395
5.555,-0.385
5.562,-0.385
5.570,-0.375
5.578,-0.365
5.586,-0.365
5.594,-0.355
5.602,-0.345
5.609,-0.345
5.617,-0.335
5.625,-0.325
5.633,-0.315
5.641,-0.305
5.648,-0.305
5.656,-0.295
5.664,-0.285
5.672,-0.275
5.680,-0.265
5.688,-0.255
5.695,-0.245
5.703,-0.235
5.711,-0.225
5.719,-0.215
5.727,-0.205
5.734,-0.195
5.742,-0.185
5.750,-0.175
5.758,-0.155
5.766,-0.135
5.773,0.315
5.781,0.595
5.789,0.525
5.797,0.495
5.805,0.475
5.812,0.485
5.820,0.475
5.828,0.475
5.836,0.475
5.844,0.465
5.852,0.465
5.859,0.455
5.867,0.455
5.875,0.455
5.883,0.455
5.891,0.445
5.898,0.435
5.906,0.435
5.914,0.425
5.922,0.415
5.930,0.415
5.938,0.405
5.945,0.405
5.953,0.395
5.961,0.385
5.969,0.385
5.977,0.375
5.984,0.365
5.992,0.365
6.000,0.355
6.008,0.345
6.016,0.345
6.023,0.335
6.031,0.325
6.039,0.325
6.047,0.315
6.055,0.305
6.062,0.305
6.070,0.295
6.078,0.285
6.086,0.285
6.094,0.275
6.102,0.265
6.109,0.255
6.117,0.255
6.125,0.245
6.133,0.245
6.141,0.235
6.148,0.225
6.156,0.215
6.164,0.205
6.172,0.195
6.180,0.185
6.188,0.175
6.195,0.165
6.203,0.155
6.211,0.155
6.219,0.145
6.227,0.135
6.234,0.115
6.242,0.105
6.250,0.095
6.258,0.075
6.266,0.055
6.273,-0.315
6.281,-0.675
6.289,-0.615
6.297,-0.575
6.305,-0.555
6.312,-0.555
6.320,-0.545
6.328,-0.555
6.336,-0.545
6.344,-0.545
6.352,-0.535
6.359,-0.535
6.367,-0.545
6.375,-0.525
6.383,-0.525
6.391,-0.525
6.398,-0.515
6.406,-0.515
6.414,-0.505
6.422,-0.505
6.430,-0.495
6.438,-0.485
6.445,-0.475
6.453,-0.475
6.461,-0.475
6.469,-0.465
6.477,-0.455
6.484,-0.455
6.492,-0.455
6.500,-0.445
6.508,-0.435
6.516,-0.435
6.523,-0.425
6.531,-0.415
6.539,-0.405
6.547,-0.405
6.555,-0.395
6.562,-0.385
6.570,-0.375
6.578,-0.375
6.586,-0.365
6.594,-0.355
6.602,-0.355
6.609,-0.345
6.617,-0.345
6.625,-0.335
6.633,-0.325
6.641,-0.315
6.648,-0.315
6.656,-0.305
6.664,-0.285
6.672,-0.285
6.680,-0.275
6.688,-0.265
6.695,-0.255
6.703,-0.245
6.711,-0.225
6.719,-0.225
6.727,-0.215
6.734,-0.205
6.742,-0.185
6.750,-0.175
6.758,-0.155
6.766,-0.135
6.773,0.335
6.781,0.595
6.789,0.535
6.797,0.495
6.805,0.485
6.812,0.475
6.820,0.475
6.828,0.475
6.836,0.475
6.844,0.465
6.852,0.455
6.859,0.455
6.867,0.455
6.875,0.455
6.883,0.445
6.891,0.435
6.898,0.435
6.906,0.435
6.914,0.425
6.922,0.415
6.930,0.415
6.938,0.405
6.945,0.395
6.953,0.395
6.961,0.395
6.969,0.385
6.977,0.375
6.984,0.375
6.992,0.365
7.000,0.365
7.008,0.355
7.016,0.345
7.023,0.345
7.031,0.335
7.039,0.335
7.047,0.325
7.055,0.315
7.062,0.315
7.070,0.305
7.078,0.295
7.086,0.285
7.094,0.285
7.102,0.285
7.109,0.275
7.117,0.265
7.125,0.255
7.133,0.255
7.141,0.245
7.148,0.235
7.156,0.225
7.164,0.225
7.172,0.215
7.180,0.195
7.188,0.195
7.195,0.185
7.203,0.175
7.211,0.155
7.219,0.155
7.227,0.145
7.234,0.135
7.242,0.115
7.250,0.115
7.258,0.095
7.266,0.065
7.273,-0.195
7.281,-0.665
7.289,-0.595
7.297,-0.565
7.305,-0.545
7.312,-0.545
7.320,-0.535
7.328,-0.535
7.336,-0.535
7.344,-0.525
7.352,-0.525
7.359,-0.525
7.367,-0.515
7.375,-0.515
7.383,-0.515
7.391,-0.505
7.398,-0.495
7.406,-0.495
7.414,-0.485
7.422,-0.485
7.430,-0.475
7.438,-0.475
7.445,-0.465
7.453,-0.465
7.461,-0.455
7.469,-0.445
7.477,-0.445
7.484,-0.435
7.492,-0.425
7.500,-0.425
7.508,-0.415
7.516,-0.415
7.523,-0.405
7.531,-0.395
7.539,-0.395
7.547,-0.385
7.555,-0.375
7.562,-0.375
7.570,-0.365
7.578,-0.355
7.586,-0.355
7.594,-0.345
7.602,-0.335
7.609,-0.325
7.617,-0.325
7.625,-0.315
7.633,-0.315
7.641,-0.305
7.648,-0.295
7.656,-0.285
7.664,-0.285
7.672,-0.275
7.680,-0.265
7.688,-0.255
7.695,-0.245
7.703,-0.235
7.711,-0.225
7.719,-0.215
7.727,-0.205
7.734,-0.195
7.742,-0.185
7.750,-0.165
7.758,-0.155
7.766,-0.125
7.773,0.325
7.781,0.605
7.789,0.535
7.797,0.495
7.805,0.485
7.812,0.485
7.820,0.485
7.828,0.475
7.836,0.475
7.844,0.475
7.852,0.465
7.859,0.455
7.867,0.455
7.875,0.455
7.883,0.455
7.891,0.445
7.898,0.445
7.906,0.435
7.914,0.435
7.922,0.425
7.930,0.415
7.938,0.415
7.945,0.415
7.953,0.405
7.961,0.405
7.969,0.395
7.977,0.395
7.984,0.385
7.992,0.375
8.000,0.375
8.008,0.375
8.016,0.355
8.023,0.355
8.031,0.345
8.039,0.345
8.047,0.335
8.055,0.325
8.062,0.325
8.070,0.315
8.078,0.305
8.086,0.305
8.094,0.295
8.102,0.285
8.109,0.285
8.117,0.275
8.125,0.265
8.133,0.265
8.141,0.255
8.148,0.245
8.156,0.245
8.164,0.235
8.172,0.215
8.180,0.205
8.188,0.205
8.195,0.195
8.203,0.185
8.211,0.175
8.219,0.165
8.227,0.155
8.234,0.135
8.242,0.125
8.250,0.115
8.258,0.095
8.266,0.075
8.273,-0.405
8.281,-0.655
8.289,-0.585
8.297,-0.545
8.305,-0.535
8.312,-0.525
8.320,-0.535
8.328,-0.525
8.336,-0.525
8.344,-0.525
8.352,-0.515
8.359,-0.515
8.367,-0.515
8.375,-0.515
8.383,-0.505
8.391,-0.505
8.398,-0.495
8.406,-0.495
8.414,-0.485
8.422,-0.485
8.430,-0.475
8.438,-0.475
8.445,-0.465
8.453,-0.465
8.461,-0.455
8.469,-0.445
8.477,-0.445
8.484,-0.445
8.492,-0.425
8.500,-0.425
8.508,-0.415
8.516,-0.415
8.523,-0.405
8.531,-0.395
8.539,-0.395
8.547,-0.385
8.555,-0.375
8.562,-0.375
8.570,-0.365
8.578,-0.355
8.586,-0.355
8.594,-0.345
8.602,-0.335
8.609,-0.335
8.617,-0.325
8.625,-0.315
8.633,-0.315
8.641,-0.305
8.648,-0.295
8.656,-0.285
8.664,-0.285
8.672,-0.265
8.680,-0.265
8.688,-0.255
8.695,-0.245
8.703,-0.235
8.711,-0.225
8.719,-0.215
8.727,-0.205
8.734,-0.195
8.742,-0.175
8.750,-0.165
8.758,-0.145
8.766,-0.125
8.773,0.445
8.781,0.575
8.789,0.515
8.797,0.485
8.805,0.475
8.812,0.475
8.820,0.475
8.828,0.465
8.836,0.465
8.844,0.465
8.852,0.465
8.859,0.455
8.867,0.455
8.875,0.455
8.883,0.455
8.891,0.445
8.898,0.445
8.906,0.435
8.914,0.435
8.922,0.425
8.930,0.425
8.938,0.415
8.945,0.415
8.953,0.405
8.961,0.405
8.969,0.395
8.977,0.395
8.984,0.385
8.992,0.375
9.000,0.375
9.008,0.365
9.016,0.355
9.023,0.355
9.031,0.355
9.039,0.345
9.047,0.335
9.055,0.325
9.062,0.325
9.070,0.315
9.078,0.305
9.086,0.305
9.094,0.295
9.102,0.295
9.109,0.285
9.117,0.275
9.125,0.275
9.133,0.265
9.141,0.255
9.148,0.245
9.156,0.245
9.164,0.235
9.172,0.225
9.180,0.215
9.188,0.215
9.195,0.195
9.203,0.185
9.211,0.185
9.219,0.165
9.227,0.155
9.234,0.145
9.242,0.135
9.250,0.125
9.258,0.105
9.266,0.075
9.273,-0.475
9.281,-0.645
9.289,-0.575
9.297,-0.535
9.305,-0.535
9.312,-0.535
9.320,-0.525
9.328,-0.525
9.336,-0.525
9.344,-0.525
9.352,-0.515
9.359,-0.515
9.367,-0.515
9.375,-0.505
9.383,-0.505
9.391,-0.505
9.398,-0.505
9.406,-0.495
9.414,-0.485
9.422,-0.485
9.430,-0.485
9.438,-0.465
9.445,-0.465
9.453,-0.465
9.461,-0.455
9.469,-0.445
9.477,-0.445
9.484,-0.435
9.492,-0.425
9.500,-0.425
9.508,-0.415
9.516,-0.405
9.523,-0.405
9.531,-0.395
9.539,-0.385
9.547,-0.385
9.555,-0.385
9.562,-0.375
9.570,-0.365
9.578,-0.355
9.586,-0.345
9.594,-0.345
9.602,-0.335
9.609,-0.335
9.617,-0.325
9.625,-0.315
9.633,-0.305
9.641,-0.295
9.648,-0.295
9.656,-0.285
9.664,-0.275
9.672,-0.265
9.680,-0.255
9.688,-0.245
9.695,-0.235
9.703,-0.225
9.711,-0.215
9.719,-0.205
9.727,-0.195
9.734,-0.185
9.742,-0.175
9.750,-0.165
9.758,-0.145
9.766,-0.125
9.773,0.425
9.781,0.585
9.789,0.525
9.797,0.495
9.805,0.485
9.812,0.485
9.820,0.485
9.828,0.475
9.836,0.475
9.844,0.475
9.852,0.475
9.859,0.465
9.867,0.465
9.875,0.465
9.883,0.455
9.891,0.455
9.898,0.455
9.906,0.455
9.914,0.445
9.922,0.445
9.930,0.435
9.938,0.435
9.945,0.425
9.953,0.415
9.961,0.415
9.969,0.405
9.977,0.405
9.984,0.395
9.992,0.395
