'Elapsed time','ECG1'
3.719,-0.055
3.727,-0.045
3.734,-0.065
3.742,-0.115
3.750,-0.195
3.758,-0.205
3.766,-0.225
3.773,-0.235
3.781,-0.225
3.789,-0.205
3.797,-0.205
3.805,-0.215
3.812,-0.225
3.820,-0.215
3.828,-0.235
3.836,-0.475
3.844,-0.605
3.852,-0.105
3.859,1.115
3.867,1.255
3.875,0.075
3.883,-0.595
3.891,-0.595
3.898,-0.205
3.906,-0.105
3.914,-0.135
3.922,-0.195
3.930,-0.195
3.938,-0.155
3.945,-0.135
3.953,-0.125
3.961,-0.105
3.969,-0.095
3.977,-0.095
3.984,-0.075
3.992,-0.025
4.000,-0.005
4.008,0.015
4.016,0.075
4.023,0.075
4.031,0.115
4.039,0.225
4.047,0.265
4.055,0.285
4.062,0.335
4.070,0.375
4.078,0.365
4.086,0.355
4.094,0.355
4.102,0.255
4.109,0.165
4.117,0.045
4.125,-0.025
4.133,-0.095
4.141,-0.155
4.148,-0.175
4.156,-0.195
4.164,-0.195
4.172,-0.205
4.180,-0.215
4.188,-0.225
4.195,-0.215
4.203,-0.215
4.211,-0.175
4.219,-0.205
4.227,-0.195
4.234,-0.185
4.242,-0.205
4.250,-0.185
4.258,-0.185
4.266,-0.215
4.273,-0.165
4.281,-0.155
4.289,-0.135
4.297,-0.145
4.305,-0.125
4.312,-0.135
4.320,-0.075
4.328,-0.025
4.336,-0.055
4.344,-0.075
4.352,-0.025
4.359,0.005
4.367,-0.115
4.375,-0.215
4.383,-0.215
4.391,-0.255
4.398,-0.225
4.406,-0.245
4.414,-0.225
4.422,-0.205
4.430,-0.255
4.438,-0.265
4.445,-0.205
4.453,-0.175
4.461,-0.435
4.469,-0.625
4.477,-0.285
4.484,0.795
4.492,1.505
4.500,0.455
4.508,-0.545
4.516,-0.775
4.523,-0.575
4.531,-0.245
4.539,-0.165
4.547,-0.125
4.555,-0.125
4.562,-0.125
4.570,-0.115
4.578,-0.085
4.586,-0.035
4.594,-0.065
4.602,-0.065
4.609,-0.015
4.617,0.015
4.625,0.015
4.633,0.065
4.641,0.115
4.648,0.145
4.656,0.165
4.664,0.235
4.672,0.305
4.680,0.365
4.688,0.395
4.695,0.385
4.703,0.425
4.711,0.455
4.719,0.395
4.727,0.325
4.734,0.255
4.742,0.165
4.750,0.045
4.758,-0.005
4.766,-0.035
4.773,-0.105
4.781,-0.145
4.789,-0.135
4.797,-0.155
4.805,-0.155
4.812,-0.165
4.820,-0.145
4.828,-0.155
4.836,-0.145
4.844,-0.165
4.852,-0.145
4.859,-0.175
4.867,-0.135
4.875,-0.115
4.883,-0.135
4.891,-0.135
4.898,-0.125
4.906,-0.125
4.914,-0.135
4.922,-0.065
4.930,-0.015
4.938,-0.055
4.945,-0.005
4.953,-0.005
4.961,0.005
4.969,-0.015
4.977,0.015
4.984,-0.035
4.992,-0.075
5.000,-0.195
5.008,-0.185
5.016,-0.205
5.023,-0.185
5.031,-0.215
5.039,-0.165
5.047,-0.205
5.055,-0.205
5.062,-0.195
5.070,-0.185
5.078,-0.175
5.086,-0.405
5.094,-0.625
5.102,-0.275
5.109,0.915
5.117,1.645
5.125,0.565
5.133,-0.435
5.141,-0.715
5.148,-0.415
5.156,-0.135
5.164,-0.145
5.172,-0.155
5.180,-0.135
5.188,-0.105
5.195,-0.155
5.203,-0.095
5.211,-0.095
5.219,-0.075
5.227,-0.065
5.234,-0.045
5.242,-0.005
5.250,-0.025
5.258,0.045
5.266,0.025
5.273,0.115
5.281,0.115
5.289,0.165
5.297,0.245
5.305,0.295
5.312,0.305
5.320,0.355
5.328,0.415
5.336,0.355
5.344,0.365
5.352,0.305
5.359,0.235
5.367,0.115
5.375,0.025
5.383,-0.025
5.391,-0.065
5.398,-0.145
5.406,-0.175
5.414,-0.195
5.422,-0.185
5.430,-0.215
5.438,-0.215
5.445,-0.205
5.453,-0.205
5.461,-0.205
5.469,-0.215
5.477,-0.225
5.484,-0.195
5.492,-0.185
5.500,-0.195
5.508,-0.165
5.516,-0.175
5.523,-0.205
5.531,-0.195
5.539,-0.165
5.547,-0.165
5.555,-0.145
5.562,-0.105
5.570,-0.095
5.578,-0.075
5.586,-0.035
5.594,-0.055
5.602,-0.055
5.609,-0.045
5.617,-0.075
5.625,-0.165
5.633,-0.255
5.641,-0.265
5.648,-0.245
5.656,-0.285
5.664,-0.255
5.672,-0.265
5.680,-0.255
5.688,-0.255
5.695,-0.235
5.703,-0.225
5.711,-0.315
5.719,-0.655
5.727,-0.565
5.734,0.255
5.742,1.465
5.750,1.165
5.758,-0.225
5.766,-0.735
5.773,-0.625
5.781,-0.205
5.789,-0.165
5.797,-0.155
5.805,-0.195
5.812,-0.185
5.820,-0.155
5.828,-0.145
5.836,-0.135
5.844,-0.105
5.852,-0.115
5.859,-0.085
5.867,-0.075
5.875,-0.035
5.883,-0.045
5.891,-0.015
5.898,0.035
5.906,0.045
5.914,0.105
5.922,0.125
5.930,0.185
5.938,0.215
5.945,0.235
5.953,0.255
5.961,0.265
5.969,0.285
5.977,0.255
5.984,0.195
5.992,0.155
6.000,0.075
6.008,-0.015
6.016,-0.065
6.023,-0.115
6.031,-0.155
6.039,-0.175
6.047,-0.205
6.055,-0.205
6.062,-0.225
6.070,-0.235
6.078,-0.215
6.086,-0.205
6.094,-0.225
6.102,-0.225
6.109,-0.215
6.117,-0.215
6.125,-0.225
6.133,-0.215
6.141,-0.225
6.148,-0.205
6.156,-0.165
6.164,-0.235
6.172,-0.215
6.180,-0.175
6.188,-0.185
6.195,-0.135
6.203,-0.115
6.211,-0.125
6.219,-0.105
6.227,-0.055
6.234,-0.055
6.242,-0.085
6.250,-0.095
6.258,-0.105
6.266,-0.235
6.273,-0.245
6.281,-0.275
6.289,-0.255
6.297,-0.285
6.305,-0.305
6.312,-0.255
6.320,-0.235
6.328,-0.265
6.336,-0.265
6.344,-0.245
6.352,-0.375
6.359,-0.645
6.367,-0.485
6.375,0.465
6.383,1.475
6.391,0.965
6.398,-0.275
6.406,-0.755
6.414,-0.475
6.422,-0.205
6.430,-0.185
6.438,-0.185
6.445,-0.195
6.453,-0.205
6.461,-0.175
6.469,-0.175
6.477,-0.125
6.484,-0.135
6.492,-0.125
6.500,-0.105
6.508,-0.055
6.516,0.005
6.523,-0.045
6.531,0.025
6.539,0.035
6.547,0.115
6.555,0.175
6.562,0.205
6.570,0.245
6.578,0.335
6.586,0.355
6.594,0.375
6.602,0.345
6.609,0.335
6.617,0.275
6.625,0.165
6.633,0.055
6.641,0.015
6.648,-0.095
6.656,-0.185
6.664,-0.165
6.672,-0.235
6.680,-0.235
6.688,-0.225
6.695,-0.185
6.703,-0.255
6.711,-0.285
6.719,-0.235
6.727,-0.215
6.734,-0.175
6.742,-0.225
6.750,-0.265
6.758,-0.185
6.766,-0.205
6.773,-0.225
6.781,-0.235
6.789,-0.175
6.797,-0.225
6.805,-0.225
6.812,-0.175
6.820,-0.195
6.828,-0.135
6.836,-0.125
6.844,-0.075
6.852,-0.065
6.859,-0.075
6.867,-0.075
6.875,-0.065
6.883,-0.035
6.891,-0.045
6.898,-0.075
6.906,-0.225
6.914,-0.205
6.922,-0.265
6.930,-0.255
6.938,-0.215
6.945,-0.245
6.953,-0.245
6.961,-0.245
6.969,-0.215
6.977,-0.225
6.984,-0.215
6.992,-0.285
7.000,-0.545
7.008,-0.505
7.016,0.375
7.023,1.445
7.031,1.065
7.039,-0.205
7.047,-0.745
7.055,-0.655
7.062,-0.255
7.070,-0.185
7.078,-0.165
7.086,-0.155
7.094,-0.135
7.102,-0.105
7.109,-0.095
7.117,-0.085
7.125,-0.085
7.133,-0.095
7.141,-0.085
7.148,-0.015
7.156,0.005
7.164,0.025
7.172,0.085
7.180,0.145
7.188,0.115
7.195,0.185
7.203,0.245
7.211,0.355
7.219,0.435
7.227,0.365
7.234,0.425
7.242,0.395
7.250,0.415
7.258,0.355
7.266,0.265
7.273,0.125
7.281,0.045
7.289,-0.035
7.297,-0.095
7.305,-0.105
7.312,-0.155
7.320,-0.175
7.328,-0.165
7.336,-0.155
7.344,-0.225
7.352,-0.155
7.359,-0.185
7.367,-0.175
7.375,-0.155
7.383,-0.135
7.391,-0.145
7.398,-0.145
7.406,-0.115
7.414,-0.115
7.422,-0.115
7.430,-0.165
7.438,-0.135
7.445,-0.155
7.453,-0.145
7.461,-0.075
7.469,-0.045
7.477,-0.015
7.484,-0.015
7.492,0.005
7.500,0.035
7.508,0.025
7.516,-0.015
7.523,0.005
7.531,-0.115
7.539,-0.185
7.547,-0.165
7.555,-0.165
7.562,-0.185
7.570,-0.185
7.578,-0.205
7.586,-0.225
7.594,-0.205
7.602,-0.175
7.609,-0.175
7.617,-0.155
7.625,-0.335
7.633,-0.615
7.641,-0.395
7.648,0.745
7.656,1.585
7.664,0.605
7.672,-0.385
7.680,-0.615
7.688,-0.365
7.695,-0.095
7.703,-0.115
7.711,-0.145
7.719,-0.145
7.727,-0.145
7.734,-0.115
7.742,-0.095
7.750,-0.105
7.758,-0.055
7.766,-0.055
7.773,-0.035
7.781,-0.055
7.789,0.005
7.797,0.035
7.805,0.055
7.812,0.085
7.820,0.125
7.828,0.215
7.836,0.245
7.844,0.285
7.852,0.365
7.859,0.395
7.867,0.395
7.875,0.375
7.883,0.375
7.891,0.335
7.898,0.185
7.906,0.105
7.914,0.045
7.922,-0.015
7.930,-0.085
7.938,-0.135
7.945,-0.125
7.953,-0.185
7.961,-0.155
7.969,-0.175
7.977,-0.225
7.984,-0.155
7.992,-0.215
8.000,-0.175
8.008,-0.165
8.016,-0.145
8.023,-0.135
8.031,-0.165
8.039,-0.205
8.047,-0.175
8.055,-0.115
8.062,-0.125
8.070,-0.135
8.078,-0.175
8.086,-0.125
8.094,-0.095
8.102,-0.075
8.109,-0.055
8.117,-0.045
8.125,0.015
8.133,-0.035
8.141,-0.025
8.148,0.005
8.156,-0.035
8.164,-0.155
8.172,-0.205
8.180,-0.225
8.188,-0.215
8.195,-0.205
8.203,-0.225
8.211,-0.235
8.219,-0.215
8.227,-0.215
8.234,-0.225
8.242,-0.195
8.250,-0.205
8.258,-0.305
8.266,-0.565
8.273,-0.415
8.281,0.635
8.289,1.485
8.297,0.775
8.305,-0.295
8.312,-0.615
8.320,-0.425
8.328,-0.105
8.336,-0.125
8.344,-0.155
8.352,-0.165
8.359,-0.125
8.367,-0.115
8.375,-0.075
8.383,-0.095
8.391,-0.095
8.398,-0.085
8.406,-0.035
8.414,-0.045
8.422,-0.025
8.430,0.055
8.438,0.045
8.445,0.095
8.453,0.135
8.461,0.175
8.469,0.235
8.477,0.285
8.484,0.315
8.492,0.335
8.500,0.375
8.508,0.335
8.516,0.375
8.523,0.325
8.531,0.235
8.539,0.125
8.547,0.065
8.555,0.025
8.562,-0.055
8.570,-0.125
8.578,-0.135
8.586,-0.135
8.594,-0.145
8.602,-0.195
8.609,-0.225
8.617,-0.155
8.625,-0.145
8.633,-0.165
8.641,-0.155
8.648,-0.165
8.656,-0.155
8.664,-0.135
8.672,-0.175
8.680,-0.155
8.688,-0.145
8.695,-0.145
8.703,-0.135
8.711,-0.135
8.719,-0.145
8.727,-0.095
8.734,-0.065
8.742,-0.065
8.750,-0.015
8.758,0.005
8.766,-0.015
8.773,-0.045
8.781,-0.015
8.789,-0.065
8.797,-0.155
8.805,-0.215
8.812,-0.255
8.820,-0.205
8.828,-0.195
8.836,-0.235
8.844,-0.225
8.852,-0.195
8.859,-0.215
8.867,-0.215
8.875,-0.175
8.883,-0.275
8.891,-0.565
8.898,-0.585
8.906,0.125
8.914,1.405
8.922,1.255
8.930,-0.075
8.938,-0.605
8.945,-0.535
8.953,-0.155
8.961,-0.105
8.969,-0.105
8.977,-0.145
8.984,-0.145
8.992,-0.115
9.000,-0.095
9.008,-0.095
9.016,-0.085
9.023,-0.045
9.031,-0.015
9.039,-0.045
9.047,-0.015
9.055,0.025
9.062,0.005
9.070,0.115
9.078,0.175
9.086,0.155
9.094,0.235
9.102,0.255
9.109,0.335
9.117,0.345
9.125,0.405
9.133,0.395
9.141,0.375
9.148,0.365
9.156,0.255
9.164,0.185
9.172,0.095
9.180,0.005
9.188,-0.055
9.195,-0.115
9.203,-0.135
9.211,-0.135
9.219,-0.205
9.227,-0.225
9.234,-0.195
9.242,-0.165
9.250,-0.205
9.258,-0.205
9.266,-0.205
9.273,-0.155
9.281,-0.175
9.289,-0.145
9.297,-0.185
9.305,-0.175
9.312,-0.165
9.320,-0.175
9.328,-0.205
9.336,-0.175
9.344,-0.155
9.352,-0.115
9.359,-0.075
9.367,-0.055
9.375,-0.045
9.383,-0.035
9.391,-0.005
9.398,-0.065
9.406,0.005
9.414,-0.095
9.422,-0.125
9.430,-0.155
9.438,-0.185
9.445,-0.215
9.453,-0.235
9.461,-0.255
9.469,-0.225
9.477,-0.205
9.484,-0.225
9.492,-0.165
9.500,-0.225
9.508,-0.215
9.516,-0.425
9.523,-0.605
9.531,-0.265
9.539,0.925
9.547,1.535
9.555,0.435
9.562,-0.545
9.570,-0.735
9.578,-0.405
9.586,-0.175
9.594,-0.155
9.602,-0.115
9.609,-0.085
9.617,-0.145
9.625,-0.125
9.633,-0.055
9.641,-0.065
9.648,-0.075
9.656,-0.045
9.664,-0.035
9.672,-0.015
9.680,-0.025
9.688,0.065
9.695,0.105
9.703,0.135
9.711,0.185
9.719,0.215
9.727,0.315
9.734,0.295
9.742,0.385
9.750,0.385
9.758,0.425
9.766,0.405
9.773,0.375
9.781,0.265
9.789,0.225
9.797,0.125
9.805,0.055
9.812,-0.045
9.820,-0.145
9.828,-0.115
9.836,-0.145
9.844,-0.185
9.852,-0.205
9.859,-0.185
9.867,-0.175
9.875,-0.205
9.883,-0.125
9.891,-0.165
9.898,-0.175
9.906,-0.155
9.914,-0.185
9.922,-0.165
9.930,-0.155
9.938,-0.165
9.945,-0.115
9.953,-0.145
9.961,-0.145
9.969,-0.175
9.977,-0.085
9.984,-0.015
9.992,-0.085
